CONSOLIDATED_ID,REPRESENTATIVE_STOP,STOPS_IN_CLUSTER,NUM_STOPS,LAT,LONG
C580,BAYVIEW GARDEN BUS TERMINUS,9688,1,22.37016952,114.0994898
C581,CHEUNG SHA WAN PATH,9223;4214;13021,3,22.33820271,114.15089770000002
C582,TAI WO HAU BBI - TAI WO HAU STATION,9474;9473,2,22.37039646,114.1250742
C583,CHUNG ON STREET TSUEN WAN,9610;9612,2,22.37154126,114.1189373
C584,LADY TRENCH POLYCLINIC,1185;9675;10000166;9674;9673,5,22.370218060000003,114.11587354000001
C585,BO SHEK MANSION,9671;1182;1183;9672,4,22.369143235,114.117778
C586,NEW HAVEN,1186;1181,2,22.36769928,114.1203953
C587,SUN KWAI HING GARDENS,9490;9489,2,22.36208139,114.1319803
C588,METROPLAZA,12500;1194;9496,3,22.357910583333332,114.12618233333335
C589,KWAI FONG STATION BUS TERMINUS,9501;13245;10000172;10000163;13393,5,22.356508472,114.12827148000001
C590,KWAI FONG PLAZA,9493,1,22.35806232,114.1302729
C591,KWONG FAI CIRCUIT,9485,1,22.36789752,114.1336776
C592,CHEUNG WING ROAD,9568;9567,2,22.37041731,114.1346963
C593,LEI MUK ROAD,9569,1,22.37132992,114.1367545
C594,LAM TIN STREET KWAI CHUNG,9571;9570;9572,3,22.370234593333333,114.13833419999999
C595,SHEK YAM EAST ESTATE,12418;9573,2,22.37233299,114.1395991
C596,FUNG YAM HOUSE ON YAM ESTATE,9576;9577;12417,3,22.368691076666664,114.14139953333334
C597,RIVIERA GARDENS BUS TERMINUS,9664,1,22.36248188,114.1142322
C598,WATERSIDE PLAZA,13055;9663,2,22.36398065,114.1134743
C599,TSUEN WAN PARK,9660;13025,2,22.365737165,114.11365789999999
C600,LUEN YAN STREET TSUEN WAN,9668;9667,2,22.36763054,114.11756505
C601,YEUNG UK ROAD MARKET,12874;9682;9681,3,22.36846015,114.1143849
C602,"MA TAU PA ROAD, TSUEN WAN",9666,1,22.3669799,114.1163857
C603,ON YAM BUS TERMINUS,9575,1,22.3703739,114.1420367
C604,JU CHING CHU SEC. SCH.,9574,1,22.36962404,114.1405319
C605,CHEUNG WING ROAD GYRATORY,9480;9477;9479;9478;9483;9481;9482,7,22.37057116142857,114.13116064285715
C606,TSUEN FU STREET GARDEN,12376,1,22.36897751,114.1215696
C607,HO PUI VILLAGE KWOK SHUI ROAD,9476;9475,2,22.371159915,114.12626335
C608,KWAI CHUN COURT,9488,1,22.36440245,114.1327369
C609,LUNG TAK STREET TSUEN WAN,9662;9661,2,22.36475798,114.1152798
C610,MAYFAIR GARDEN BUS TERMINUS,9416,1,22.34346948,114.1067076
C611,MAYFAIR GARDENS,9417,1,22.34483354,114.1077456
C612,FUNG SHUE WO SPORTS CENTRE,9462;9461,2,22.35593861,114.1020801
C613,TSING YI BBI - CHEUNG ON BUS TERMINUS,9435,1,22.36163725,114.1028732
C614,TSUEN WAN (DISCOVERY PARK),9639,1,22.37739923,114.1114776
C615,HONG FU HOUSE CHEUNG HONG ESTATE,9450;9449,2,22.3504316,114.1057042
C616,HONG SHING HOUSE CHEUNG HONG ESTATE,13119;9448,2,22.35090009,114.1032284
C617,HONG FUNG HOUSE CHEUNG HONG ESTATE,9447,1,22.35087238,114.101879
C618,HONG CHEUNG HOUSE CHEUNG HONG ESTATE,9444;9446,2,22.34955368,114.1013748
C619,CHING SHING COURT,9456;9455,2,22.34901286,114.1035886
C620,CHEUNG CHING BUS TERMINUS,9453;9454;9452,3,22.348165409999996,114.10680229999998
C621,CHING WAI HOUSE CHEUNG CHING ESTATE,9418,1,22.34575472,114.1078908
C622,CHING FU SHOPPING CENTRE,10000302,1,22.34296418,114.1076592
C623,CHING TAO HOUSE CHEUNG CHING EST.,9419;9420,2,22.344861455,114.10970175
C624,HONG SHUN HOUSE CHEUNG HONG ESTATE,9445;9443,2,22.35004094,114.1005397
C625,GREENFIELD GARDEN,9426;9425,2,22.351683205,114.1077083
C626,TSING YI MARKET,12921;9430,2,22.35417075,114.1068382
C627,TSING YI SPORTS GROUND,9432,1,22.35604002,114.1067207
C628,TIERRA VERDE,9433;13086,2,22.35792265,114.1061761
C629,TAI WAI BBI - TIN SAM VILLAGE,6015,1,22.37075692,114.1779521
C630,TSING SHA HIGHWAY BBI,13377;13184;13378;13185,4,22.36052473,114.163049
C631,CHING WAH COURT,9442;952;977,3,22.34882007,114.096929
C632,CHEUNG HANG ESTATE,953;976,2,22.35398656,114.0990133
C633,TSING YI BBI - CHING WANG COURT,12907;12385;10000024,3,22.361120576666668,114.10528126666667
C634,TSING YI STATION,9434,1,22.36012209,114.1073206
C635,GREENVIEW VILLA,9458;12922,2,22.35264393,114.1053439
C636,YEE YIP HOUSE TSING YI ESTATE,9460;9459,2,22.35381658,114.1024113
C637,WANG LUNG STREET TSUEN WAN,9471;9470,2,22.366416365,114.118755
C638,CHING MUI HOUSE CHEUNG CHING ESTATE,9451,1,22.35012511,114.1069567
C639,TSUEN KING GARDEN,9641;9640,2,22.37812099,114.10981205
C640,CHURCH OF THE ANNUNCIATION,9648,1,22.37687288,114.10538
C641,TSUEN WAN ADVENTIST HOSPITAL,9647,1,22.37624028,114.104322
C642,CHEUNG HANG ESTATE SHOPPING CENTRE,9436;9437,2,22.353967785000002,114.09753764999999
C643,CHEUNG HANG BUS TERMINUS,9439;9438,2,22.3557784,114.0975075
C644,CHEUNG WANG BUS TERMINUS,9440,1,22.35740782,114.0963027
C645,TIVOLI GARDEN,9431,1,22.35510099,114.1070707
C646,SHA TIN TOWN HALL,6071,1,22.38216196,114.1898668
C647,HILTON PLAZA,6070;6069,2,22.3796697,114.18763805
C648,HONG KONG HERITAGE MUSEUM,6054;6055,2,22.37773725,114.1862931
C649,SHA TIN CENTRAL,985;10000224,2,22.382013075000003,114.18834225
C650,HANDSOME COURT,1244;9771;9772;517,4,22.387322,113.98076760000001
C651,HARVEST GARDEN,1245,1,22.38522279,113.9810813
C652,SAM SHING ESTATE,1227;1209,2,22.3811386,113.9790964
C653,CASTLE PEAK BEACH,1228;1208,2,22.37894613,113.9806871
C654,BAYVIEW TERRACE,1229;1207,2,22.37791537,113.98337335
C655,SIU LAM TSUEN,9727;1199,2,22.36631055,114.011313
C656,CHING LAI ROAD SIU LAM,1238;1198,2,22.36494906,114.0133923
C657,HUNG SHUI KIU (HUNG FUK ESTATE) BUS TERMINUS,13207,1,22.43658111,113.9985043
C658,UPTOWN,13292,1,22.43540929,114.0004486
C659,HUNG SHUI KIU STATION,9872;9873,2,22.43378992,113.9977988
C660,NAI WAI,9864;9865,2,22.42371283,113.98670955
C661,FUK HANG TSUEN,9863;9862,2,22.42247429,113.98555055
C662,MIU FAT BUDDHIST MONASTERY,9861,1,22.42044488,113.9838098
C663,LAM TEI STATION,9859;9860,2,22.41845622,113.9821711
C664,FU TAI ESTATE,9856;9855;9854,3,22.412938986666664,113.98247986666667
C665,PRIME VIEW GARDEN,9827;9826,2,22.40320019,113.9792109
C666,SAN WAI TSAI,9818,1,22.39778861,113.9773151
C667,HOH FUK TONG COLLEGE,9816;9815,2,22.39635285,113.9773851
C668,WALDORF GARDEN,9777;9778;9775;12945;9776,5,22.391657236,113.97757243999999
C669,TUEN MUN GOVERNMENT SECONDARY SCHOOL,9773;9774,2,22.39060216,113.978782
C670,BEACON HEIGHTS,993;1010,2,22.34170534,114.1671183
C671,PHOENIX HOUSE,9165;9166,2,22.34314144,114.1727583
C672,PO TIN BBI - GOODRICH GARDEN,9836;9837,2,22.4084498,113.9671896
C673,LEUNG KING ESTATE BUS TERMINUS,13149;9834,2,22.40649501,113.9639681
C674,SAN WAI COURT,9831;9835,2,22.405407375,113.96437284999999
C675,LOK SANG HOUSE KIN SANG ESTATE,9803;9804,2,22.4048849,113.9688362
C676,TAI HING SPORTS CENTRE,9805;12457,2,22.40374314,113.9728489
C677,ST. PETER CHURCH,9787,1,22.3915365,113.9677685
C678,TUEN MUN ROAD INTERCHANGE,13102;13373;13372;13081;13334;13376,6,22.35834409,114.01880770000001
C679,WING KWONG COLLEGE,1009,1,22.34233735,114.1885137
C680,TSING WUN STATION,9789;9788,2,22.39335159,113.9677463
C681,MING KUM STATION,9794;9793,2,22.39690944,113.9676245
C682,CHINA LIGHT BUILDING,9796;9795,2,22.400848064999998,113.96866745
C683,GREENLAND GARDEN,9807;9808,2,22.401155045000003,113.9721583
C684,CAFETERIA BEACH,1230;1206;10000298,3,22.374573799999997,113.98694140000002
C685,GOLDEN BEACH,1231;1205,2,22.37354036,113.9913122
C686,HONG KONG GOLD COAST,1232;1204,2,22.37143902,113.9937424
C687,KAR WO LEI TSUEN,1233,1,22.36942709,113.9954053
C688,SIU SAU SHEUNG TSUEN,1234;980,2,22.368040565,113.99916945
C689,THE AEGEAN,1235;1201,2,22.36624811,114.0034195
C690,SIU LAM SAN TSUEN,1237;1197,2,22.36641402,114.0065942
C691,CHUNG UK TSUEN STATION,9868;9869,2,22.42964777,113.9922771
C692,YICK YUEN TSUEN,9867;9866,2,22.4271073,113.9897452
C693,BENEVILLE,12506;12920,2,22.41195587,113.9834816
C694,LINGNAN UNIVERSITY,9857;9858,2,22.4106449,113.9821917
C695,BRILLIANT GARDEN,9851;9850,2,22.4087461,113.9802034
C696,SIU HONG STATION (SOUTH),12388,1,22.41051395,113.9784721
C697,PO TIN BBI - PO TIN BUS TERMINUS,9839,1,22.41014731,113.9670219
C698,TAI HING COMMERCIAL COMPLEX,9809,1,22.4022222,113.9698405
C699,DIAMOND HILL STATION,1371;1357;10000157;13011,4,22.3396242625,114.202800325
C700,SIU PONG COURT,9832,1,22.40767176,113.9660933
C701,TUEN MUN PIER HEAD BUS TERMINUS,1242;9733;12576,3,22.372944413333332,113.96673786666666
C702,MELODY GARDEN,1214,1,22.37555251,113.9608595
C703,LAU KING HOUSE SIU SHAN COURT,1215;10000198;1220,3,22.377856409999996,113.96170726666666
C704,SUN TUEN MUN CENTRE,1216;9760;1219,3,22.38181442,113.9637144
C705,LUNG MUN OASIS BUS TERMINUS,1217;9763,2,22.3853479,113.9656754
C706,GLORIOUS GARDEN,9761;13275,2,22.38346793,113.9644304
C707,WU BOON HOUSE WU KING ESTATE,1213;1223,2,22.37457448,113.9656285
C708,WU TSUI HOUSE WU KING ESTATE,1212;1224,2,22.37665257,113.9664604
C709,TUEN MUN SWIMMING POOL,9765;9764,2,22.38172374,113.9703952
C710,BUTTERFLY BEACH SPORTS CENTRE,9736;9737,2,22.378482785,113.96418555
C711,TIP SUM HOUSE BUTTERFLY ESTATE,1221,1,22.37430786,113.9620363
C712,WU PIK HOUSE WU KING ESTATE,1222,1,22.37350742,113.9645135
C713,TSIM SHA TSUI BBI - HAIPHONG ROAD,966,1,22.29769045,114.1720512
C714,NGAU CHI WAN BBI-CHOI WAN ST. JOSEPH'S SCHOOL,8323,1,22.33428776,114.2118001
C715,KEI SHUN SPECIAL SCHOOL,8257,1,22.33246964,114.2235838
C716,LEE HONG HOUSE,1016,1,22.33049126,114.2258934
C717,TUEN MUN CENTRAL BUS TERMINUS,9784;9783;10000248;9782,4,22.3916074225,113.975631775
C718,ON TING ESTATE,9785;9786,2,22.387622265,113.97526125
C719,SIU LUN COURT,9770,1,22.384701,113.9753334
C720,GOODVIEW GARDEN,9768;9766;10000168,3,22.383878703333334,113.9725186
C721,SAM SHING BUS TERMINUS,9730;13359,2,22.381831589999997,113.97717765
C722,HANFORD GARDEN,1210;1226,2,22.38280585,113.97634604999999
C723,TSUI NING GARDEN,9767,1,22.38392308,113.9742955
C724,TAI HING POLICE STATION,9840,1,22.4078582,113.9706188
C725,KIN SANG ESTATE,9842;9841,2,22.40623425,113.9718206
C726,WEST KOWLOON STATION,13342;4247;10000247,3,22.303987539999998,114.16654833333332
C727,AUSTIN STATION JORDAN ROAD,13310,1,22.30621498,114.1648886
C728,TUEN MUN TOWN PLAZA,12944,1,22.39281239,113.9769629
C729,SAN HUI MARKET,9819;9817;9820,3,22.398742130000002,113.97674723333334
C730,HUNG KIU,9825;9824;9823,3,22.40237319666667,113.97740893333332
C731,HO SAU KEI PRIMARY SCHOOL,9802;9801,2,22.40579022,113.9671013
C732,TIN LOK HOUSE TIN KING ESTATE,9833,1,22.40748053,113.9648796
C733,BLOSSOM GARDEN,9838,1,22.4084338,113.9687824
C734,TUEN MUN HOSPITAL (FUNG TEI STATION),12387,1,22.40724515,113.9786516
C735,FAN LENG LAU,6532;6603;6604,3,22.496761160000002,114.1414156
C736,LOK WO STREET FANLING,6534;6533,2,22.497179889999998,114.14291370000001
C737,ALLIANCE PRIMARY SCHOOL SHEUNG SHUI,6606;6605,2,22.50082355,114.14239775
C738,FAN LENG LAU ROAD,13200;13198,2,22.50073729,114.1402548
C739,NOBLE HILL,13135;13134,2,22.50321074,114.1365999
C740,TIN PING ESTATE BUS TERMINUS,6609,1,22.50370672,114.133898
C741,KWAI FONG ESTATE,9491;9492,2,22.35946227,114.1310297
C742,TUEN YAN STREET TUEN MUN,9780,1,22.39412185,113.9769999
C743,SHEUNG SHUI BBI - SHEUNG SHUI STATION,6626;6629;6628;6625;10000176,5,22.502155262000002,114.12748606
C744,FU HING STREET SHEUNG SHUI,6610;6627;6614;6613,4,22.504003615000002,114.1299496
C745,LUNG SUM AVENUE SPORTS CENTRE,6611;6612,2,22.50521865,114.1315018
C746,FANLING STATION BBI - CHEUNG WAH ESTATE,6526;10000177;6527;10000265;6588;6528,6,22.49220046666667,114.13988456666665
C747,CHEUNG WAH BUS TERMINUS,6525,1,22.49245663,114.1412191
C748,TAI LAM CHUNG,1239;1196;13335,3,22.36142402,114.0193383
C749,KA LOON TSUEN,9725;9724,2,22.35647004,114.0331105
C750,VISTACOVE,9722;9723,2,22.35761048,114.0360607
C751,HONG KONG GARDEN,9720;9721,2,22.36135621,114.0444746
C752,TSING LUNG TAU TSUEN,12759;9719,2,22.36135788,114.0465328
C753,SEA CREST VILLA PHASE 4,9718;9717,2,22.36232754,114.0508136
C754,FU TEI,9849;9852;12959;12964,4,22.413510895,113.97936382500001
C755,NG LAU ROAD,13005;13057,2,22.41559062,113.9797372
C756,HUNG FUK ESTATE HUNG TIN ROAD,13211,1,22.43761097,113.9988624
C757,TUEN MUN STATION BUS TERMINUS,12400;13388;9781;13029;13028;9830,6,22.394658491666664,113.97404368333333
C758,TIN CHAK ESTATE,9888;9886;9887,3,22.468486436666666,113.99929913333334
C759,TIN YAN ESTATE,9884;9885,2,22.46449293,113.99742415
C760,TIN CHUNG COURT,9906;1255,2,22.460302535,113.99716724999999
C761,CHESTWOOD COURT,1254;1252,2,22.45992667,114.0002622
C762,TAI LAM TUNNEL BBI,13389;10208;13390;10209;13072,5,22.421071477999998,114.06376048
C763,KWAI CHUNG INTERCHANGE,9566;9565,2,22.34055246,114.1316863
C764,TIN TSZ BUS TERMINUS,9902;9900;9901,3,22.453328966666664,114.00633606666666
C765,KENSWOOD COURT,12496;1256;1166;12908,4,22.45925033,114.00531515
C766,LYNWOOD COURT,1158,1,22.46052729,114.0045266
C767,CHUNG KI HOUSE TIN CHUNG COURT,12395;9892,2,22.461948855,113.99968634999999
C768,HA KWAI CHUNG POLYCLINIC,9539;9540,2,22.35228223,114.1284594
C769,WING YIU HOUSE LAI YIU ESTATE,9530;9537,2,22.35463085,114.1307594
C770,LAI YIU BUS TERMINUS,9531,1,22.35307792,114.1319444
C771,TIN SHUI WAI TOWN CENTRE,1253,1,22.45851069,114.0019059
C772,CHING WAN HOUSE TIN CHING ESTATE,12414;12415,2,22.463339724999997,114.00402274999999
C773,VIANNI COVE,12454;10000112;12890;10000039,4,22.465863225,114.00567377499999
C774,SHING MUN TUNNELS BUS INTERCHANGE,13380;9599;13379;9598,4,22.38138112,114.1376449
C775,CHING CHOI HOUSE TIN CHING ESTATE,9893,1,22.46223241,114.0030088
C776,QESOSA TONG KWOK WAH SECONDARY SCHOOL,13175,1,22.46231779,114.0068659
C777,YIU WING LANE KWAI CHUNG,9484,1,22.36951369,114.1325702
C778,MAYWOOD COURT TIN WAH ROAD,13176,1,22.46204553,114.0055838
C779,HONG KONG WETLAND PARK,12384;12403,2,22.46981772,114.0027953
C780,TIN SHUI ESTATE,1260;1251,2,22.45674663,113.999042
C781,TIN SHUI WAI PARK,1261;1250,2,22.45454707,114.0025812
C782,SHERWOOD COURT,1262;1249,2,22.45240191,114.00217585
C783,TIN SHING COURT,1263;12709;1248;9904,4,22.4499779875,114.00286865
C784,TIN YAU COURT,9895,1,22.45026136,114.0060743
C785,YEE NGA COURT,6301;6304;6302,3,22.45567059,114.17346430000002
C786,YUE KOK,6313;6312,2,22.45772053,114.1774768
C787,DAI FAT STREET TAI PO,6309;6310;6311;13193,4,22.458840255000002,114.18094525000001
C788,DAI CHEONG STREET TAI PO,12934;12996,2,22.45692554,114.1870174
C789,TAI PO INDUSTRIAL ESTATE,6326;6321,2,22.45767501,114.1878724
C790,DAI KWAI STREET TAI PO,6330,1,22.46079048,114.1882419
C791,TAI PO EAST FIRE STATION,6331,1,22.46211773,114.1910304
C792,LONG PING STATION,12399;10000170,2,22.44938826,114.0271422
C793,WANG FU COURT,13320,1,22.45059953,114.0284379
C794,CHU PING HOUSE LONG PING ESTATE,12707;12644,2,22.451350820000002,114.025474
C795,LONG PING ESTATE BUS TERMINUS,9982;13391,2,22.45031429,114.022784
C796,FUNG CHI TSUEN,9971;9972,2,22.446342495,114.01974770000001
C797,HUNG HOM STATION,10000149;13311;9013,3,22.302467609999997,114.1828137
C798,YOHO MIX,10000187;10000257,2,22.44431978,114.0344676
C799,KUK TING STREET YUEN LONG,9957;9956;12712;12720,4,22.444456495,114.03081724999998
C800,TAI TONG ROAD YUEN LONG,9958;9960;9959;10000136,4,22.444481190000005,114.0281918
C801,YUEN LONG PLAZA,9966;9967,2,22.444499815,114.02396105
C802,SHUI PIN TSUEN,9968,1,22.44446131,114.0214596
C803,SHUI PIN WAI ESTATE,12503;12421;9969,3,22.444317573333336,114.01913473333333
C804,Ping Cheong Path (MTR Long Ping Station),12362;9974,2,22.44769993,114.0227238
C805,HI LEE PATH YUEN LONG,9964;9962;9965;12711,4,22.44465734,114.02582124999999
C806,YOHO MALL II,12363;12883,2,22.446275175,114.03481049999999
C807,YOHO MALL I,9951;9952,2,22.44426702,114.03609
C808,KAI CHEUNG COURT,10000269,1,22.33793776,114.2030937
C809,KWONG FUK ESTATE,892;883,2,22.44637825,114.1730273
C810,WONG SHIU CHI SECONDARY SCHOOL,6264,1,22.44672135,114.171201
C811,KWONG FUK ROAD BBI,894;6274;6279,3,22.448039659999996,114.1681213
C812,KWONG FUK ROAD BBI - PO HEUNG BRIDGE,895;881,2,22.44970572,114.16704765
C813,ON CHEE ROAD TAI PO,6290;6291,2,22.452152859999998,114.1653862
C814,WING FAI GARDEN,6292,1,22.45364743,114.1657601
C815,TAI PING INDUSTRIAL CENTRE,6295,1,22.45700689,114.1680041
C816,FU HENG ESTATE,6296;6297,2,22.456252965,114.17053505
C817,TIN MA COURT,994;1422,2,22.34264453,114.186446
C818,TSUI SING LAU,9897,1,22.44930358,114.0055508
C819,JU CHING CHU SECONDARY SCHOOL,13085,1,22.45311201,114.0033019
C820,TIN FU BUS TERMINUS,9891,1,22.46249852,113.9986072
C821,LEK YUEN ESTATE,6143;6142,2,22.38471727,114.1934502
C822,NANG FU HOUSE TIN FU COURT,9890;9889,2,22.465362945000003,114.00023095
C823,FUNG SHUN STREET,13150;6139;6140;6138,4,22.38661374,114.192879925
C824,LEK YUEN BUS TERMINUS,6141,1,22.38505153,114.1921587
C825,TIN YAN ESTATE BUS TERMINUS,12495,1,22.46255916,113.9962947
C826,CHING PIK HOUSE TIN CHING ESTATE,10342,1,22.4643189,114.0034434
C827,JOINT STREET,9541;9538,2,22.351433,114.12726555
C828,LAI KING STATION,9543;9544,2,22.34809156,114.1268396
C829,LOK KING HOUSE LAI KING ESTATE,9546;9545;9547,3,22.345358446666665,114.12728386666667
C830,CHO YIU CHUEN COMMERCIAL CENTRE,10000164;9549;9548,3,22.346069240000002,114.12856183333334
C831,YAT KING HOUSE LAI KING ESTATE,9542,1,22.34983449,114.1269457
C832,CHEERFUL PARK,6595;6596,2,22.49543869,114.13133495
C833,KA SHING COURT,6594;6593,2,22.49257216,114.1336099
C834,KEI SAN SECONDARY SCHOOL,6590;6591,2,22.49119096,114.1353304
C835,KING SHING COURT,6583;6584,2,22.48722336,114.14053045
C836,TSUI LAI GARDEN,6615;6616,2,22.50730812,114.1278613
C837,CICTA TRAINING CENTRE,20,1,22.50944833,114.1279189
C838,FUNG NAM ROAD,17,1,22.50797703,114.1301159
C839,FLORA PLAZA,6578;6580,2,22.485304905,114.14286315
C840,WAH MING BBI,6585;6586,2,22.48456405,114.1412017
C841,DAWNING VIEWS,6579,1,22.4866054,114.1434459
C842,HO KA YUEN,13357;6538;6539,3,22.485261293333334,114.1511976
C843,FANLING STATION BBI - FUNG YING SEEN KOON,6589,1,22.49062293,114.1389261
C844,CHI FUK CIRCUIT,6592;10000155,2,22.4929882,114.1360684
C845,FU HENG BUS TERMINUS,6299,1,22.45837065,114.1718806
C846,CHUNG NGA ROAD,6300;13178,2,22.456858065,114.1721818
C847,FU SHIN ESTATE,6306;12930,2,22.45423928,114.174363
C848,TAI PO MEGA MALL,6283;12452,2,22.4509295,114.170103
C849,SUN HING GARDEN,6284;6285,2,22.45300207,114.17245885
C850,UNIVERSITY STATION,6236,1,22.41260078,114.2107222
C851,MA LIU SHUI PUBLIC PIER,10000016;10000018,2,22.41602262,114.2139476
C852,WATER SPORTS CENTRE,12406;12402,2,22.41874975,114.2142786
C853,HONG KONG INSTITUTE OF BIOTECHNOLOGY,12407;12401,2,22.42245227,114.2141922
C854,SCIENCE PARK (PHASE 1),12408;13000;13090,3,22.424502736666664,114.21172560000001
C855,FO YIN ROAD,13183;13001;13089,3,22.426339496666667,114.20903216666666
C856,HEUNG SZE WUI STREET TAI PO,6258;12461;6276,3,22.446104063333337,114.1669038
C857,TAI PO MARKET STATION BUS TERMINUS,6260;6259;13384;6261;12412,5,22.443591316000003,114.16921738
C858,PAK SHEK KOK SUBSTATION,13004;13180,2,22.43380611,114.2008192
C859,PAK SHEK KOK,13179;13003;13087,3,22.43125935333333,114.20192286666668
C860,St MARTIN,13002;13088,2,22.42948909,114.2037228
C861,LAI KING ESTATE KWAI CHUNG ROAD,9467;9466,2,22.35261573,114.1263914
C862,KWAI CHUNG PLAZA,1171,1,22.35840476,114.1278262
C863,CHE FONG STREET KWAI FONG,1172,1,22.35944329,114.1278938
C864,KWAI SHUN HOUSE KWAI FONG ESTATE,1173;1193,2,22.36117772,114.1297864
C865,KWAI HONG COURT,9498;13008;9499;1174;1192;10000162,6,22.363575620000002,114.13082285000002
C866,JAO TSUNG-I ACADEMY,9255,1,22.33719565,114.1420546
C867,TAI PO CENTRAL BUS TERMINUS,879;10000185,2,22.45287099,114.1689371
C868,ON CHEUNG ROAD TAI PO,10000143;896;6287;880,4,22.451845955,114.167329225
C869,WAN TAU KOK LANE TAI PO,6265,1,22.4472812,114.1700449
C870,JORDAN (WEST KOWLOON STATION) BUS TERMINUS,13341,1,22.30722638,114.16451
C871,CHONG SAN ROAD,10000017,1,22.42864904,114.2049854
C872,NAM SHING STREET TAI PO,6278;6277,2,22.44819756,114.16591115
C873,TATE'S CAIRN TUNNEL,1101;884,2,22.37715562,114.2126168
C874,PAK FUK TIN SUM PLAYGROUND,6582,1,22.48829353,114.1408509
C875,WO HING TSUEN,6575;6576;6577,3,22.48408606,114.14414619999998
C876,CHOI YUEN BUS TERMINUS,6630,1,22.50076955,114.1260365
C877,TAI PING BUS TERMINUS,6635;13385,2,22.49754541,114.1251048
C878,CHEUNG LUNG WAI ESTATE,13339;13199,2,22.496037375,114.1252365
C879,YIU MING HOUSE WAH MING ESTATE,6574,1,22.4824239,114.1414743
C880,8 ROYAL GREEN,12426;12880;12425,3,22.494948566666665,114.12800176666667
C881,TSANG MUI MILLENNIUM SCHOOL,12427,1,22.49433965,114.1252129
C882,SO KWUN PO VILLAGE,13115,1,22.49956989,114.1306144
C883,KAU LUNG HANG,6572;6573,2,22.48173069,114.1530477
C884,WAI TAU TSUEN,6684;6563,2,22.46375942,114.1485426
C885,TAI WO STATION,10000053;12933;12937;10271,4,22.450779859999997,114.16098535
C886,TAI PO GOVERNMENT OFFICE BUILDING,10272,1,22.45073954,114.1645654
C887,WAN TAU TONG BUS TERMINUS,6263,1,22.44234135,114.1665673
C888,HO FUNG COLLEGE,9596;9597,2,22.38043238,114.1355284
C889,LEI MUK SHUE ESTATE,9595;9594;9593,3,22.37738639666667,114.13678186666668
C890,WO YI HOP ROAD SPORTSGROUND,9591;9590,2,22.37361457,114.1364528
C891,WU KAI SHA NEW VILLAGE,13125,1,22.42590352,114.2384182
C892,SADDLE RIDGE GARDEN,6174;6173,2,22.4257328,114.2361258
C893,BAYSHORE TOWERS,6176;10234;6175,3,22.424611596666665,114.23164426666666
C894,MA ON SHAN SPORTS GROUND,6160;6161,2,22.42178006,114.2285479
C895,HENG ON ESTATE,1108;1102,2,22.418085955000002,114.23049885
C896,DAI WANG STREET TAI PO,6314;6315,2,22.45823513,114.1836559
C897,KAU YAN COLLEGE,6303,1,22.4561673,114.1760583
C898,IMMANUEL LUTHERAN COLLEGE,6294,1,22.45608573,114.1670715
C899,LAM TSUEN RIVER SIDE,12936;6280,2,22.451141505000002,114.16617805
C900,YIU ON ESTATE,6155;13122;13138;1092,4,22.419440927500002,114.229282775
C901,LEE ON ESTATE,6177;6172,2,22.42744687,114.240653
C902,ROYAL GREEN,12424,1,22.49456576,114.1263304
C903,CHEONG SHING COURT,6587;10000191,2,22.483981165,114.13933605
C904,NAM WAH PO,6570;6571,2,22.47562621,114.1536123
C905,TAI WO,6569;6568,2,22.47243839,114.1530493
C906,TAI HANG,6567;6566,2,22.46824811,114.1520298
C907,CHUNG SAM WAI,6565;6564,2,22.46690245,114.1511653
C908,FANLING (FAI MING ROAD),10000190,1,22.48189929,114.1377819
C909,WU KAI SHA STATION,12409,1,22.42842086,114.2438686
C910,KWONG FUK PLAYGROUND,6272;6273,2,22.44775085,114.1718518
C911,KWONG CHI HOUSE KWONG FUK ESTATE,6271;6270,2,22.44980527,114.17185169999999
C912,TAI PO WATERFRONT PARK,6308;6307;10277,3,22.45191396,114.1771561
C913,FORTUNE GARDEN,6448;6447,2,22.45948018,114.1972774
C914,SAM MUN TSAI ROAD TAI PO,6338;6440,2,22.4607073,114.204166
C915,WONG YUE TAN,6339,1,22.46225121,114.205818
C916,SHUEN WAN,6336;6337,2,22.46448138,114.2077131
C917,SAN TAU KOK,6335;6334,2,22.4688789,114.2092201
C918,PO SUM PAI,6459;6458,2,22.4707298,114.2108529
C919,WU KAU TANG BUS TERMINUS,13419,1,22.50591179,114.2417872
C920,BRIDE'S POOL,6484;10000031,2,22.50286139,114.236975
C921,CHUNG MEI BARBECUE SITE,6483;6482,2,22.49391043,114.241733
C922,CHUNG PUI BARBECUE SITE,6480;6481,2,22.48898858,114.2424206
C923,CHUNG PUI,6479;6477,2,22.4817464,114.2419216
C924,LO TSZ TIN (LUNG MEI BEACH),6468;6469,2,22.47174629,114.2261567
C925,SHAN LIU,6466;6467,2,22.4714853,114.2231348
C926,TING KOK,6465;6464,2,22.47046587,114.2195005
C927,GREEN COVE,6462;6463,2,22.47285989,114.215702
C928,LAI PEK SHAN,6460;6461,2,22.47334814,114.2131078
C929,PING HING LANE PING SHAN,9911;9912,2,22.44357391,114.0099974
C930,PING SHAN,9881;12705;9880,3,22.44315248,114.012922
C931,POK OI HOSPITAL,9950,1,22.44482152,114.0403251
C932,CHOI PIK HOUSE CHOI PO COURT,6622;6621,2,22.5028913,114.1248112
